"name","rank_overall","rank_presence","rank_impact","rank_open","rank_excellence"
"Baoji Vocational Technology College / 宝鸡职业技术学院","9026","7756","6920","7356","6084"
"Nanjing University of Information Science and Technology Binjiang College / 南京信息工程大学滨江学院","9026","16240","6243","7356","6084"
"Anhui Wenda University of Information Engineering / 安徽文达信息工程学院","9026","13733","6436","7356","6084"
"University of Banking of the National Bank of Ukraine Kyiv / Університет банківської справи Національного банку України","9026","6823","12586","4230","6084"
"Sri Padmavati Mahila Visvavidyalayam Tirupati","9033","17347","11355","4571","6084"
"Thai Nichi Institute of Technology","9033","3294","7984","7240","6084"
"Academy of Arts Architecture and Design in Prague / Vysoká škola uměleckoprůmyslová v Praze VŠUP","9033","6566","7019","7356","6084"
"Bristol Community College","9033","6362","7044","7356","6084"
"Changsha Aeronautical Vocational & Technical College / 长沙航空职业技术学院","9033","13113","6499","7356","6084"
"Petro Mohyla Black Sea National University / Чорноморський національний університет Петра Могили","9033","4834","14215","2936","6084"
"Huaibei Vocational & Technical College / 淮北职业技术学院","9033","12461","6548","7356","6084"
"Jiangxi Industrial Engineering Vocational and Technical College / 江西工业工程职业技术学院","9033","9234","6816","7356","6084"
"Anhui Business Vocational and Technical College / 安徽商贸职业技术学院","9041","8354","6894","7356","6084"
"Adler Graduate School","9041","13652","6467","7356","6084"
"Cangzhou Normal University / 沧州师范学院","9041","10163","6746","7356","6084"
"Coastline Community College","9041","11599","6632","7356","6084"
"Chongqing City Vocational College / 重庆城市职业学院","9041","11266","6669","7356","6084"
"Mohave Community College","9041","8360","6886","7356","6084"
"Mount Saint Mary's University Los Angeles","9041","12360","6563","7356","6084"
"Russian University of Cooperation / Российского университета кооперации","9041","2538","7616","7356","6084"
"Wako University / 和光大学","9041","5264","7184","7356","6084"
"Hangzhou Wanxiang Polytechnic / 杭州万向职业技术学院","9041","10813","6706","7356","6084"
"Wilberforce University","9051","20953","5883","7356","6084"
"Universidade Castelo Branco","9051","11709","9526","7356","5624"
"Concorde Career Colleges","9051","16923","6206","7356","6084"
"ITM University Gwalior","9051","10418","12375","4177","6084"
"Katholische Hochschule Nordrhein-Westfalen","9051","8160","6921","7356","6084"
"Merz Akademie Hochschule für Gestaltung","9051","9066","6853","7356","6084"
"Mogilev State University A Kuleshov / Могилевский государственный университет А А Кулешова","9051","3394","14305","3067","6084"
"Otsuma Women's University / 大妻女子大学","9051","5611","7165","7356","6084"
"(3) Sanquan College Xinxiang Medical University / 新乡医学院三全学院","9060","7549","6983","7356","6084"
"Tianjin Bohai Vocational Technical College / 天津渤海职业技术学院","9060","24505","5587","7356","6084"
"University of Kurdistan Helwer","9060","11453","12484","4009","6084"
"ranking","","","","",""
"(3) Universidad Santo Tomás Abierta y a Distancia","9060","5024","12882","4192","6084"
"Zunyi Medical University / 遵义医学院","9060","6759","13732","7356","5022"
"Florida College","9060","10871","6725","7356","6084"
"Universidad Autónoma de Colombia","9060","8198","11040","5533","6084"
"Quanzhou Huaguang Vocational College / 泉州华光职业学院","9060","13353","6516","7356","6084"
"Jiangxi Biotechnology Vocational College / 江西生物科技职业学院","9060","7956","6944","7356","6084"
"Kibabii University","9060","3682","12855","4394","6084"
"Ibaraki National College of Technology / 茨城工業高等専門学校","9070","10078","13464","7356","5022"
"Jiangxi Industrial and Trade Vocational and Technical College / 江西工业贸易职业技术学院","9070","10461","6760","7356","6084"
"(3) Shanghai University of Finance & Economics Zhejiang College / 上海财经大学浙江学院","9070","9826","6821","7356","6084"
"Fundación Universitaria Los Libertadores","9070","15487","12016","7356","5178"
"Ave Maria School of Law","9070","15082","6387","7356","6084"
"Bodelschwinghsche Anstalten Bethel","9070","8080","6956","7356","6084"
"Niigata Seiryo University / 新潟青陵大学","9070","5462","7207","7356","6084"
"Sapporo University / 札幌大学","9070","6168","7120","7356","6084"
"Wenzhou-Kean University / 温州肯恩大学","9070","9116","6873","7356","6084"
"Huainan Union University / 淮南联合大学","9079","8080","6958","7356","6084"
"Korea National University of Arts / 한국예술종합학교","9079","4222","7390","7356","6084"
"Renai College Tianjin University / 天津大学仁爱学院","9079","17716","6176","7356","6084"
"Liverpool Institute for Performing Arts","9079","19195","6066","7356","6084"
"NIT Puducherry","9079","16081","11866","4248","6084"
"Quincy College","9079","8484","6933","7356","6084"
"Northland Pioneer College","9085","8946","6899","7356","6084"
"Politeknik Negeri Samarinda","9085","6633","11989","4864","6084"
"Guangzhou Huaxia Technical College / 广州华夏职业学院","9085","10236","6802","7356","6084"
"Instituto Nacional de Ciencias Agrícolas","9085","7124","18328","3575","5341"
"Corporación Universitaria Lasallista","9085","5883","10005","7356","5624"
"Leeds College of Music","9085","15141","6403","7356","6084"
"Anhui Industry Polytechnic / 安徽工业职业技术学院","9085","14518","6459","7356","6084"
"Bohai Shipbuilding Vocational College / 渤海船舶职业学院","9085","15044","6407","7356","6084"
"Botswana International University of Science & Technology","9085","10263","13848","2831","6084"
"Cégep de Sainte Foy","9085","8515","6940","7356","6084"
"Saint Joseph's College Tiruchirapalli","9085","5226","11955","5030","6084"
"Transport and Telecommunications Institute Riga / Transporta un sakaru institūts","9085","5898","7179","7356","6084"
"University of King's College","9085","13582","6541","7356","6084"
"Universidad Nacional de Chilecito","9085","13615","15300","6388","5178"
"Shandong Drug and Food Vocational College / 山东药品食品职业学院","9099","13053","6579","7356","6084"
"Takming University of Science & Technology","9099","3214","7572","7356","6084"
"Chung Hwa University of Medical Technology / 中華醫事科技大學","9099","3359","7565","7356","6084"
"Institut de tourisme et d'hôtellerie du Québec","9099","9697","6867","7356","6084"
"Dedan Kimathi University of Technology (Kimathi University College of Technology)","9099","3108","13358","4092","6084"
"Eastern Arizona College","9099","9661","6875","7356","6084"
"Antwerp Management School","9105","12969","6597","7356","6084"
"Seitoku University / 聖徳大学","9105","4698","7353","7356","6084"
"Tangshan Polytechnic College / 唐山工业职业技术学院","9105","12471","6646","7356","6084"
"Liszt Ferenc Academy of Music (University) Budapest / Liszt Ferenc Zeneművészeti Egyetem LFZE","9105","3855","7482","7356","6084"
"Mariupol State University / Маріупольський державний університет","9105","7871","13331","3571","6084"
"Hochschule für Gesundheits- und Medizinberufe Hamburg / Medical School Hamburg","9105","17650","11003","4968","6084"
"Mokpo National Maritime University / 목포해양대학교","9105","1132","10996","6345","6084"
"Munich Business School","9105","8372","6978","7356","6084"
"Baton Rouge Community College","9105","12405","6663","7356","6084"
"Nordakademie Hochschule der Wirtschaft","9105","12273","6676","7356","6084"
"New York School of Interior Design","9105","16401","6320","7356","6084"
"Wuxi South Ocean College (Wuxi Nanyang Vocational College) / 无锡南洋职业技术学院","9105","10383","6820","7356","6084"
"Hebei Polytechnic Institute / 河北工程技术学院","9105","10156","6841","7356","6084"
"Hebei Art Vocational College / 河北艺术职业学院","9105","11513","6731","7356","6084"
"Holy Cross College","9119","12769","6639","7356","6084"
"Islamic Sciences and Culture Academy","9119","2034","7830","7356","6084"
"Arkansas State University Beebe","9119","17378","6258","7356","6084"
"Beijing Bailie University / 北京培黎职业学院","9119","10609","6803","7356","6084"
"Belarusian State University of Physical Culture / Белорусский государственный университет физической культуры","9119","6275","11175","5626","6084"
"Université de Kairouan","9119","17618","16787","7356","4389"
"Universidad Pedagógica Nacional Francisco Morazán","9119","1863","10675","7356","5624"
"Universidad Técnica de Manabí","9119","911","10993","7356","5624"
"Hunan Vocational Institute of Technology / 湖南理工职业技术学院","9119","7509","7050","7356","6084"
"Shanxi Vocational College of Information Technology / 山西信息职业技术学院","9128","22553","5825","7356","6084"
"Mississippi Public Universities","9128","12858","6642","7356","6084"
"ParisTech Institut des Sciences et Technologies de Paris","9128","12388","6698","7356","6084"
"Sichuan Electromechanical Institute of Vocation and Technology / 四川机电职业技术学院","9128","17587","6255","7356","6084"
"Islamic Azad University Kerman","9128","7089","12190","4668","6084"
"Hohhot Minzu College / 呼和浩特民族学院","9128","10017","6881","7356","6084"
"Institute for MBA","9128","16424","6348","7356","6084"
"Karamay Vocational & Technical College / 克拉玛依职业技术学院","9128","24505","5663","7356","6084"
"Sigmund Freud PrivatUniversität Wien","9128","9739","6898","7356","6084"
"Southeast Technical Institute","9128","9469","6909","7356","6084"
"Lamar Institute of Technology","9138","11709","6754","7356","6084"
"Nanchong Vocational & Technical College / 南充职业技术学院","9138","18312","6195","7356","6084"
"Rheinische Fachhochschule Köln","9138","13328","6611","7356","6084"
"Fine Arts Academy Wroclaw / Akademia Sztuk Pięknych we Wrocławiu","9138","5211","7314","7356","6084"
